"year","trial_group","trial_block","trial","variety","variety_tag","identifier","replicate","sample","is_check","partner_id","partner_location_id","date_planting","date_harvest","date_vinekill","breeder_merit_score","field_merit","field_comments","yield_total","specific_gravity","vine_maturity","tuber_flesh_color","tuber_shape","tuber_appearance","tuber_defects","tuber_flesh_oxidation","tuber_heat_sprouts","yield_no1","yield_total_cwt","yield_no1_percent","size_a","oversize","pickouts","hollow_heart","vascular_discoloration","size_b","heat_necrosis","brown_center","black_spot_bruise","plant_vigor","black_spot_bruise_per_tuber","disease_reaction"
"2010","NCPT","FL","2010 NCPT FL","ND060574B-6","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","27.8","1.057","","2","3","5","%Ext Defects: GC(0) MS(0) SS(2) Rot & Misc(30) Total Culls(32)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","ND060618cB-3","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","31.4","1.056","","3","","","%Ext Defects: GC(0) MS(2) SS(2) Rot & Misc(63) Total Culls(67)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","ND060597AB-6","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","25","1.061","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(51) Total Culls(51)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","ND049219-5","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","16","1.05","","1","2","6","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(35) Total Culls(35)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","ND039209C-3","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","21.5","1.063","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(35) Total Culls(35)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSS927-1","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","15.5","1.069","","","","","%Ext Defects: GC(0) MS(0) SS(3) Rot & Misc(57) Total Culls(60)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSS165-2Y","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","28.4","1.062","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(27) Total Culls(27)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","ND6620-14","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","7.7","1.066","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(8) Total Culls(8)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","ND8331Cb-3","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","21.9","1.063","","2","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(42) Total Culls(42)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","ND7192-1","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","24.3","1.07","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(30) Total Culls(30)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","ND7799c-1","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","28.7","1.07","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(53) Total Culls(53)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","ND8304-2","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","26.1","1.06","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(36) Total Culls(36)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","ND8307C-3","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","16.5","1.062","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(28) Total Culls(28)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","ND8331Cb-2","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","25.4","1.063","","","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(56) Total Culls(56)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","ND8456-1","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","26.3","1.061","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(34) Total Culls(34)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","ND8559-20","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","18.9","1.063","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(37) Total Culls(37)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","NDA060396AB-1C","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","7","","","","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(63) Total Culls(63)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","NDTX059632-1W","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","17.3","1.064","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(12) Total Culls(12)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","NDTX059828-2W","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","6","1.048","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(28) Total Culls(28)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSR169-8Y","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","22.5","1.062","","2","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(38) Total Culls(38)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","NDTX059979-1W","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","19.9","1.059","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(60) Total Culls(60)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSS026-2Y","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","19.1","1.069","","2","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(64) Total Culls(64)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSQ086-3","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","21.8","1.053","","1","","","%Ext Defects: GC(0) MS(0) SS(2) Rot & Misc(52) Total Culls(53)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSR161-2","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","22.1","1.064","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(60) Total Culls(60)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSQ035-3","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","19.4","1.055","","1","","","%Ext Defects: GC(4) MS(0) SS(0) Rot & Misc(29) Total Culls(33)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","NDTX059997-6W","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","23.4","1.066","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(50) Total Culls(50)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSK061-4","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","28.3","1.067","","1","4","6","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(18) Total Culls(18)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSK409-1","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","31.8","1.07","","1","2","5","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(44) Total Culls(44)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSL007-B","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","23.6","1.068","","1","2","6","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(21) Total Culls(21)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSM037-3","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","30.1","1.054","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(63) Total Culls(63)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSM246-B","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","10.9","1.057","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(29) Total Culls(29)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSN170-A","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","22.2","1.06","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(31) Total Culls(31)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSP270-1","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","19.4","1.041","","1","2","5","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(11) Total Culls(11)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSP368-1","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","24.9","1.064","","2","2","5","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(49) Total Culls(49)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSP459-5","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","29.8","1.066","","1","2","6","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(6) Total Culls(6)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSP515-2","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","12.8","1.06","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(0) Total Culls(0)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSQ089-1","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","28","1.049","","1","2","6","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(38) Total Culls(38)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSR148-4","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","32.3","1.065","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(41) Total Culls(41)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSQ130-4","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","29.8","1.05","","1","2","6","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(36) Total Culls(36)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSQ134-5","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","27.5","1.054","","2","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(38) Total Culls(38)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSQ279-1","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","23.8","1.05","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(32) Total Culls(32)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSR021-2","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","18.5","1.066","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(28) Total Culls(28)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSR036-5","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","28.7","1.063","","1","2","6","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(25) Total Culls(25)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSR041-3","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","20","1.061","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(35) Total Culls(35)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSR058-1","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","26.3","1.063","","1","2","3","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(16) Total Culls(16)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","Saginaw Chipper","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","22.5","1.059","","1","2","5","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(38) Total Culls(38)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSR127-2","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","32","1.065","","1","2","6","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(18) Total Culls(18)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSR128-4Y","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","22.6","1.068","","2","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(35) Total Culls(35)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","MSR131-2","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","17.1","1.058","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(7) Total Culls(7)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","NDTX059997-2W","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","14.1","1.063","","1","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(49) Total Culls(49)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","NYG89-2","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","30.6","1.068","","1","3","5","%Ext Defects: GC(0) MS(0) SS(1) Rot & Misc(34) Total Culls(35)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","NDTX059997-7W","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","21.4","","","2","","","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(54) Total Culls(54)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","W7918-8","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","16.9","1.058","","1","","","%Ext Defects: GC(0) MS(0) SS(1) Rot & Misc(49) Total Culls(50)","","","","","","","","","","","","","","","","",""
"2010","NCPT","FL","2010 NCPT FL","Snowden","","","","1","","","","2010-02-22 00:00:00","2010-06-14 00:00:00","","","","","32.5","1.064","","1","2","6","%Ext Defects: GC(0) MS(0) SS(0) Rot & Misc(20) Total Culls(20)","","","","","","","","","","","","","","","","",""
