variety,yield_total,trial,sel.site
W9652.1,16.7,2011_WI,Wisconsin
W8822.1,28.5,2011_WI,Wisconsin
W8615.5,21.3,2011_WI,Wisconsin
W6609.3,21.7,2011_WI,Wisconsin
W6822.3,18.2,2011_WI,Wisconsin
W8539.2Y,23.4,2011_WI,Wisconsin
W8587.4,19.7,2011_WI,Wisconsin
W8603.1,12.6,2011_WI,Wisconsin
AF4552.5,23.3,2011_WI,Maine
AF4442.4,23.4,2011_WI,Maine
AF4573.2,22.8,2011_WI,Maine
AC00206.2W,16.7,2011_WI,Colorado
AC03452.2W,27.9,2011_WI,Colorado
AC05153.1W,21.6,2011_WI,Colorado
CO03243.3W,22.7,2011_WI,Colorado
CO02033.1W,17.9,2011_WI,Colorado
CO05061.2P,19.4,2011_WI,Colorado
CO05061.6W,24.8,2011_WI,Colorado
MSH228.6,20.2,2011_WI,Michigan
MSL007.B,16,2011_WI,Michigan
AF4640.1,28.5,2011_WI,Maine
AF4648.2,18.3,2011_WI,Maine
MST184.3,9,2012_CA,Michigan
MST186.1Y,11.6,2012_CA,Michigan
MST229.1,6.6,2012_CA,Michigan
MST412.3,10.7,2012_CA,Michigan
MSW293.1,8.2,2012_CA,Michigan
NDA081453CAB.2C,11.4,2012_CA,Idaho
NY148,9.1,2012_CA,NewYork
NY148,11.5,2012_CA,NewYork
NY153,6.2,2012_CA,NewYork
MST096.2Y,14,2012_CA,Michigan
MSS428.2,8.6,2012_CA,Michigan
MSR128.4Y,8.4,2012_CA,Michigan
MSQ492.2,13.1,2012_CA,Michigan
MSR036.5,9.3,2012_CA,Michigan
MSR036.5,10.6,2012_CA,Michigan
MSR058.1,7.3,2012_CA,Michigan
MSR058.1,8.4,2012_CA,Michigan
MSR127.2,15.9,2012_CA,Michigan
MSR127.2,7.2,2012_CA,Michigan
MSR128.4Y,6.1,2012_CA,Michigan
MSR148.4,12.2,2012_CA,Michigan
MSS297.3,10.4,2012_CA,Michigan
MSR148.4,14.2,2012_CA,Michigan
MSR157.1Y,8,2012_CA,Michigan
MSR157.1Y,9.2,2012_CA,Michigan
MSR169.8Y,10,2012_CA,Michigan
MSR169.8Y,6.8,2012_CA,Michigan
MSS108.1,9.4,2012_CA,Michigan
MSS165.2Y,9.4,2012_CA,Michigan
MSS165.2Y,11.4,2012_CA,Michigan
MSS206.2,9.7,2012_CA,Michigan
MSS297.3,9.3,2012_CA,Michigan
NY153,6.2,2012_CA,NewYork
MSQ089.1,12.1,2012_CA,Michigan
W8867.7,12.4,2012_CA,Wisconsin
W8822.1,14.2,2012_CA,Wisconsin
W8822.1,11.2,2012_CA,Wisconsin
W8832.1Y,9.6,2012_CA,Wisconsin
W8832.1Y,15.4,2012_CA,Wisconsin
W8867.5,6.6,2012_CA,Wisconsin
W8867.5,6.7,2012_CA,Wisconsin
W8867.7,10,2012_CA,Wisconsin
W8615.5,10.2,2012_CA,Wisconsin
W9200.13,11.7,2012_CA,Wisconsin
W9252.7,12.2,2012_CA,Wisconsin
W9281.14,13.5,2012_CA,Wisconsin
W9301.5,13,2012_CA,Wisconsin
W9304.2,15.5,2012_CA,Wisconsin
W9306.1,12.9,2012_CA,Wisconsin
W8615.5,24.6,2012_CA,Wisconsin
W8539.2Y,8.9,2012_CA,Wisconsin
NYJ112.2,7,2012_CA,NewYork
NYJ15.7,9.6,2012_CA,NewYork
W8539.2Y,12.4,2012_CA,Wisconsin
NYJ2.29,11.6,2012_CA,NewYork
MSQ089.1,11.2,2012_CA,Michigan
MSQ086.3,11.8,2012_CA,Michigan
AF4648.2,7.7,2012_CA,Maine
AF4442.4,9.3,2012_CA,Maine
AF4552.5,15.5,2012_CA,Maine
AF4573.2,9.5,2012_CA,Maine
AF4640.1,10.8,2012_CA,Maine
AF4648.2,8.4,2012_CA,Maine
AF4157.6,8,2012_CA,Maine
AF4736.10,12.7,2012_CA,Maine
AF4740.1,9,2012_CA,Maine
AF4747.5,5.6,2012_CA,Maine
AF4971.3,15.4,2012_CA,Maine
AF4975.3,12.1,2012_CA,Maine
AF4157.6,6.4,2012_CA,Maine
AC00206.2W,10.2,2012_CA,Colorado
MSQ086.3,12.7,2012_CA,Michigan
A01143.3C,8.2,2012_CA,Idaho
A01143.3C,11.4,2012_CA,Idaho
A03440.2C,13.9,2012_CA,Idaho
A07117.2C,8,2012_CA,Idaho
AC00206.2W,10.7,2012_CA,Colorado
AC01151.5W,9.5,2012_CA,Colorado
AC01151.5W,8.8,2012_CA,Colorado
AC03452.2W,13.5,2012_CA,Colorado
AC03452.2W,13.5,2012_CA,Colorado
AC05153.1W,8.5,2012_CA,Colorado
AC05153.1W,7.9,2012_CA,Colorado
CO02033.1W,10.2,2012_CA,Colorado
CO03243.3W,12.9,2012_CA,Colorado
CO03243.3W,13,2012_CA,Colorado
CO05061.2P,7.6,2012_CA,Colorado
CO05061.2P,9.6,2012_CA,Colorado
CO05061.6W,9.6,2012_CA,Colorado
CO05061.6W,12.3,2012_CA,Colorado
CO02024.9W,11.2,2012_CA,Colorado
MSH228.6,12,2012_CA,Michigan
MSH228.6,15.7,2012_CA,Michigan
MSK061.4,6.7,2012_CA,Michigan
MSK061.4,9,2012_CA,Michigan
MSL007.B,8.7,2012_CA,Michigan
MSL007.B,9.3,2012_CA,Michigan
MSM246.B,12.6,2012_CA,Michigan
MSM246.B,12.8,2012_CA,Michigan
MSP239.1,8.7,2012_CA,Michigan
MSP270.1,6.7,2012_CA,Michigan
MSQ035.3,12,2012_CA,Michigan
CO02033.1W,10.7,2012_CA,Colorado
MSQ035.3,12.1,2012_CA,Michigan
CO02024.9W,11,2012_CA,Colorado
CO00270.7W,14.6,2012_CA,Colorado
CO00270.7W,13.4,2012_CA,Colorado
MSS206.2,6.2,2012_FL,Michigan
MST229.1,5.2,2012_FL,Michigan
MST186.1Y,8.2,2012_FL,Michigan
MST184.3,5.5,2012_FL,Michigan
MSS297.3,6.7,2012_FL,Michigan
MST096.2Y,4.4,2012_FL,Michigan
MSS428.2,6.4,2012_FL,Michigan
MSS297.3,5.3,2012_FL,Michigan
MST412.3,5.5,2012_FL,Michigan
NDA081453CAB.2C,5.2,2012_FL,Idaho
MSW293.1,4.1,2012_FL,Michigan
MSS165.2Y,6.1,2012_FL,Michigan
NY148,7.6,2012_FL,NewYork
MSS165.2Y,6.2,2012_FL,Michigan
MSR127.2,8,2012_FL,Michigan
MSS108.1,5.2,2012_FL,Michigan
MSQ035.3,3.9,2012_FL,Michigan
MSQ035.3,3.3,2012_FL,Michigan
MSQ086.3,3.6,2012_FL,Michigan
MSQ086.3,4.7,2012_FL,Michigan
MSQ089.1,5.2,2012_FL,Michigan
MSQ089.1,2.6,2012_FL,Michigan
MSQ492.2,7,2012_FL,Michigan
MSR036.5,8.2,2012_FL,Michigan
MSR036.5,5.2,2012_FL,Michigan
MSR058.1,6.7,2012_FL,Michigan
MSR169.8Y,9.5,2012_FL,Michigan
MSR058.1,5.6,2012_FL,Michigan
MSR127.2,4.9,2012_FL,Michigan
MSR128.4Y,5.3,2012_FL,Michigan
MSR128.4Y,3,2012_FL,Michigan
MSR148.4,7.3,2012_FL,Michigan
MSR148.4,3.8,2012_FL,Michigan
MSR157.1Y,4.7,2012_FL,Michigan
MSR157.1Y,3.1,2012_FL,Michigan
MSR169.8Y,4.6,2012_FL,Michigan
NY148,6.2,2012_FL,NewYork
W8867.7,4.1,2012_FL,Wisconsin
W8615.5,6.2,2012_FL,Wisconsin
W8822.1,3.9,2012_FL,Wisconsin
W8822.1,4.1,2012_FL,Wisconsin
W8832.1Y,6.7,2012_FL,Wisconsin
W8832.1Y,4.1,2012_FL,Wisconsin
W8867.5,4.6,2012_FL,Wisconsin
W8867.5,4.7,2012_FL,Wisconsin
W8867.7,2.4,2012_FL,Wisconsin
W8539.2Y,3,2012_FL,Wisconsin
W9200.13,5.7,2012_FL,Wisconsin
W9252.7,3.1,2012_FL,Wisconsin
W9281.14,3.9,2012_FL,Wisconsin
W9301.5,3.2,2012_FL,Wisconsin
W9304.2,4.4,2012_FL,Wisconsin
W9306.1,5.6,2012_FL,Wisconsin
MSP270.1,4.4,2012_FL,Michigan
W8615.5,4.9,2012_FL,Wisconsin
W8539.2Y,2.8,2012_FL,Wisconsin
NY153,6,2012_FL,NewYork
NY153,6.5,2012_FL,NewYork
NYJ112.2,8.5,2012_FL,NewYork
NYJ15.7,7.1,2012_FL,NewYork
W6609.3,5.7,2012_FL,Wisconsin
NYJ2.29,7.2,2012_FL,NewYork
W6609.3,5.8,2012_FL,Wisconsin
AF4975.3,2.5,2012_FL,Maine
MSP239.1,7.4,2012_FL,Michigan
AF4640.1,5.2,2012_FL,Maine
AF4442.4,3.1,2012_FL,Maine
AF4552.5,5,2012_FL,Maine
AF4573.2,7.3,2012_FL,Maine
AF4648.2,5.8,2012_FL,Maine
AF4157.6,4.9,2012_FL,Maine
AF4648.2,3.8,2012_FL,Maine
AF4736.10,6.9,2012_FL,Maine
AF4740.1,5.5,2012_FL,Maine
AF4747.5,4.9,2012_FL,Maine
AF4157.6,7.7,2012_FL,Maine
AC00206.2W,6.9,2012_FL,Colorado
MSM246.B,3.3,2012_FL,Michigan
A01143.3C,6.3,2012_FL,Idaho
A01143.3C,4.7,2012_FL,Idaho
A03440.2C,8.7,2012_FL,Idaho
A07117.2C,3.5,2012_FL,Idaho
AC00206.2W,8.6,2012_FL,Colorado
AC01151.5W,8.9,2012_FL,Colorado
AC01151.5W,5.4,2012_FL,Colorado
AC03452.2W,9.3,2012_FL,Colorado
AC03452.2W,5.9,2012_FL,Colorado
AC05153.1W,5.6,2012_FL,Colorado
AC05153.1W,4.1,2012_FL,Colorado
AF4971.3,4,2012_FL,Maine
CO00270.7W,3.1,2012_FL,Colorado
CO02024.9W,6.7,2012_FL,Colorado
CO02024.9W,5.2,2012_FL,Colorado
CO02024.9W,3.9,2012_FL,Colorado
CO02024.9W,6.5,2012_FL,Colorado
CO03243.3W,6.7,2012_FL,Colorado
CO03243.3W,6.1,2012_FL,Colorado
CO05061.2P,5.5,2012_FL,Colorado
CO05061.2P,3.7,2012_FL,Colorado
CO05061.6W,5.1,2012_FL,Colorado
CO05061.6W,3.8,2012_FL,Colorado
MSH228.6,8,2012_FL,Michigan
MSH228.6,5.9,2012_FL,Michigan
MSK061.4,5.5,2012_FL,Michigan
MSK061.4,4.6,2012_FL,Michigan
MSL007.B,4.1,2012_FL,Michigan
MSM246.B,7,2012_FL,Michigan
CO00270.7W,5.9,2012_FL,Colorado
MSL007.B,6,2012_FL,Michigan
NY153,7.4,2012_MI,NewYork
NDA081453CAB.2C,16.8,2012_MI,Idaho
NY148,17.7,2012_MI,NewYork
NY148,12.8,2012_MI,NewYork
NY153,13.4,2012_MI,NewYork
MSW293.1,9.1,2012_MI,Michigan
MSW450.1,14.1,2012_MI,Michigan
MSS165.2Y,18.4,2012_MI,Michigan
MSW163.3,6.5,2012_MI,Michigan
MSS108.1,13,2012_MI,Michigan
MSR128.4Y,8.8,2012_MI,Michigan
MSR128.4Y,7.2,2012_MI,Michigan
MSR148.4,8.2,2012_MI,Michigan
MSR148.4,8.5,2012_MI,Michigan
MSR157.1Y,10.9,2012_MI,Michigan
MSR169.8Y,9.7,2012_MI,Michigan
MSR169.8Y,9.2,2012_MI,Michigan
MSS165.2Y,10.7,2012_MI,Michigan
MSS206.2,10.8,2012_MI,Michigan
MSS297.3,12.6,2012_MI,Michigan
MSS297.3,8.7,2012_MI,Michigan
MSS428.2,9.1,2012_MI,Michigan
MST096.2Y,15.1,2012_MI,Michigan
MST184.3,13.3,2012_MI,Michigan
MST186.1Y,7.7,2012_MI,Michigan
MST229.1,9.6,2012_MI,Michigan
MST412.3,9.5,2012_MI,Michigan
W8615.5,11.6,2012_MI,Wisconsin
W8867.7,10.3,2012_MI,Wisconsin
W8822.1,17.3,2012_MI,Wisconsin
W8822.1,13.4,2012_MI,Wisconsin
W8832.1Y,14.5,2012_MI,Wisconsin
W8832.1Y,10.3,2012_MI,Wisconsin
W8867.5,16.3,2012_MI,Wisconsin
W8867.5,9.9,2012_MI,Wisconsin
W8867.7,10.7,2012_MI,Wisconsin
MSR127.2,18.5,2012_MI,Michigan
W9200.13,15.1,2012_MI,Wisconsin
W9252.7,12.1,2012_MI,Wisconsin
W9281.14,14.8,2012_MI,Wisconsin
W9301.5,11.3,2012_MI,Wisconsin
W9304.2,14,2012_MI,Wisconsin
W9306.1,19.3,2012_MI,Wisconsin
W8615.5,8,2012_MI,Wisconsin
W8539.2Y,9.1,2012_MI,Wisconsin
NYJ112.2,15,2012_MI,NewYork
NYJ15.7,18.3,2012_MI,NewYork
W8539.2Y,11.4,2012_MI,Wisconsin
NYJ2.29,11.7,2012_MI,NewYork
W6609.3,10.2,2012_MI,Wisconsin
W6609.3,8.1,2012_MI,Wisconsin
MSR127.2,13.4,2012_MI,Michigan
AF4552.5,14.4,2012_MI,Maine
AF4573.2,15.6,2012_MI,Maine
AF4640.1,14.1,2012_MI,Maine
AF4648.2,12.5,2012_MI,Maine
AF4648.2,9.8,2012_MI,Maine
AF4736.10,8.3,2012_MI,Maine
AF4740.1,14.1,2012_MI,Maine
AF4747.5,12.2,2012_MI,Maine
AF4971.3,15,2012_MI,Maine
AF4975.3,10.5,2012_MI,Maine
CO00270.7W,11.2,2012_MI,Colorado
AC01151.5W,9.4,2012_MI,Colorado
MSR058.1,7.3,2012_MI,Michigan
A00188.3C,11.8,2012_MI,Idaho
A01143.3C,13.6,2012_MI,Idaho
A01143.3C,18.7,2012_MI,Idaho
A03440.2C,10.9,2012_MI,Idaho
A07117.2C,14.6,2012_MI,Idaho
AC00206.2W,13.4,2012_MI,Colorado
AC00206.2W,12.2,2012_MI,Colorado
AC01151.5W,11.7,2012_MI,Colorado
AC03452.2W,20.3,2012_MI,Colorado
AC03452.2W,13.9,2012_MI,Colorado
AC05153.1W,9.9,2012_MI,Colorado
AC05153.1W,10.4,2012_MI,Colorado
AF4157.6,10.6,2012_MI,Maine
AF4157.6,9.1,2012_MI,Maine
A00188.3C,13.6,2012_MI,Idaho
AF4442.4,18.5,2012_MI,Maine
CO00270.7W,14.2,2012_MI,Colorado
MSQ035.3,12.6,2012_MI,Michigan
MSH228.6,9,2012_MI,Michigan
MSH228.6,5.1,2012_MI,Michigan
MSL007.B,15,2012_MI,Michigan
MSL007.B,11.8,2012_MI,Michigan
MSM246.B,8.4,2012_MI,Michigan
MSM246.B,11.3,2012_MI,Michigan
MSP270.1,10.6,2012_MI,Michigan
MSQ035.3,16,2012_MI,Michigan
MSQ086.3,17,2012_MI,Michigan
MSQ086.3,15.8,2012_MI,Michigan
MSQ089.1,13.6,2012_MI,Michigan
MSQ089.1,14.2,2012_MI,Michigan
MSQ492.2,12.9,2012_MI,Michigan
MSR036.5,8.3,2012_MI,Michigan
MSR036.5,6.6,2012_MI,Michigan
CO02024.9W,15.1,2012_MI,Colorado
MSR058.1,9.3,2012_MI,Michigan
MSP239.1,11.4,2012_MI,Michigan
CO02024.9W,12.7,2012_MI,Colorado
CO02033.1W,9.2,2012_MI,Colorado
CO03243.3W,15.6,2012_MI,Colorado
CO03243.3W,12.7,2012_MI,Colorado
CO05061.2P,9.9,2012_MI,Colorado
CO05061.2P,8.1,2012_MI,Colorado
CO05061.6W,17.3,2012_MI,Colorado
CO05061.6W,12.2,2012_MI,Colorado
CO02033.1W,13.3,2012_MI,Colorado
MST186.1Y,19.7,2012_MO,Michigan
MST412.3,15.6,2012_MO,Michigan
MST229.1,12.4,2012_MO,Michigan
MSS428.2,19.9,2012_MO,Michigan
MST184.3,15.2,2012_MO,Michigan
MST096.2Y,16.4,2012_MO,Michigan
MSS297.3,14,2012_MO,Michigan
MSW293.1,17.2,2012_MO,Michigan
NY148,21.2,2012_MO,NewYork
MSS206.2,22.1,2012_MO,Michigan
MSS297.3,10.2,2012_MO,Michigan
MSS165.2Y,15.3,2012_MO,Michigan
MSQ086.3,22.7,2012_MO,Michigan
MSQ492.2,19.9,2012_MO,Michigan
MSR036.5,9.5,2012_MO,Michigan
MSR036.5,12.5,2012_MO,Michigan
MSR058.1,16.7,2012_MO,Michigan
MSR058.1,15.3,2012_MO,Michigan
MSR127.2,22.2,2012_MO,Michigan
MSR128.4Y,12.1,2012_MO,Michigan
MSR128.4Y,12.7,2012_MO,Michigan
MSR148.4,18.4,2012_MO,Michigan
MSR148.4,13.3,2012_MO,Michigan
MSR169.8Y,14.6,2012_MO,Michigan
MSR169.8Y,14.3,2012_MO,Michigan
MSS108.1,20.4,2012_MO,Michigan
NY153,24.3,2012_MO,NewYork
W8615.5,10.8,2012_MO,Wisconsin
W8867.5,11.4,2012_MO,Wisconsin
W8867.7,15.2,2012_MO,Wisconsin
W8539.2Y,19.9,2012_MO,Wisconsin
W9200.13,14.6,2012_MO,Wisconsin
W9252.7,21.9,2012_MO,Wisconsin
W9301.5,15.3,2012_MO,Wisconsin
W9304.2,6.3,2012_MO,Wisconsin
W9306.1,14.3,2012_MO,Wisconsin
W8615.5,21.1,2012_MO,Wisconsin
W8539.2Y,19.2,2012_MO,Wisconsin
NYJ112.2,19,2012_MO,NewYork
NYJ15.7,22,2012_MO,NewYork
W6609.3,19.7,2012_MO,Wisconsin
NYJ2.29,16.9,2012_MO,NewYork
MSQ086.3,17.9,2012_MO,Michigan
MSP270.1,11,2012_MO,Michigan
AF4648.2,12.6,2012_MO,Maine
AF4442.4,20.6,2012_MO,Maine
AF4552.5,26.7,2012_MO,Maine
AF4573.2,27.9,2012_MO,Maine
AF4640.1,21.3,2012_MO,Maine
AF4736.10,16.7,2012_MO,Maine
AF4740.1,15.4,2012_MO,Maine
AF4747.5,13.7,2012_MO,Maine
AF4975.3,17.2,2012_MO,Maine
AF4157.6,9.7,2012_MO,Maine
AC00206.2W,13,2012_MO,Colorado
MSP239.1,17.8,2012_MO,Michigan
A01143.3C,12.2,2012_MO,Idaho
A03440.2C,19.8,2012_MO,Idaho
A07117.2C,15,2012_MO,Idaho
AC00206.2W,18.9,2012_MO,Colorado
AC01151.5W,19.3,2012_MO,Colorado
MSH228.6,12.6,2012_MO,Michigan
MSH228.6,17,2012_MO,Michigan
MSL007.B,15.8,2012_MO,Michigan
MSM246.B,8.7,2012_MO,Michigan
CO05061.6W,16.1,2012_MO,Colorado
CO03243.3W,20.8,2012_MO,Colorado
CO05061.6W,7.1,2012_MO,Colorado
CO02033.1W,22.8,2012_MO,Colorado
CO02024.9W,20.8,2012_MO,Colorado
CO02024.9W,17.6,2012_MO,Colorado
CO00270.7W,18.4,2012_MO,Colorado
CO02033.1W,20.9,2012_MO,Colorado
MST412.3,11.7,2012_NC,Michigan
MSW293.1,10,2012_NC,Michigan
MST184.3,9.2,2012_NC,Michigan
MST229.1,5.5,2012_NC,Michigan
MST186.1Y,10.2,2012_NC,Michigan
MST096.2Y,9.1,2012_NC,Michigan
NDA081453CAB.2C,9.7,2012_NC,Idaho
NY148,14.8,2012_NC,NewYork
NY148,14.9,2012_NC,NewYork
MSS297.3,8.3,2012_NC,Michigan
MSS428.2,15.5,2012_NC,Michigan
MSR148.4,12.6,2012_NC,Michigan
MSS297.3,7.1,2012_NC,Michigan
MSR128.4Y,8.9,2012_NC,Michigan
MSQ089.1,9.7,2012_NC,Michigan
MSQ089.1,11,2012_NC,Michigan
MSQ492.2,17.4,2012_NC,Michigan
MSR036.5,9.8,2012_NC,Michigan
MSR036.5,9.3,2012_NC,Michigan
MSR058.1,10.8,2012_NC,Michigan
MSR058.1,9.4,2012_NC,Michigan
MSR127.2,12.7,2012_NC,Michigan
MSR127.2,13.2,2012_NC,Michigan
MSR128.4Y,9.5,2012_NC,Michigan
MSS206.2,12.9,2012_NC,Michigan
MSR148.4,12.7,2012_NC,Michigan
MSR157.1Y,10.3,2012_NC,Michigan
MSR157.1Y,9.8,2012_NC,Michigan
MSQ086.3,17.2,2012_NC,Michigan
MSR169.8Y,9.2,2012_NC,Michigan
MSR169.8Y,9.5,2012_NC,Michigan
MSS108.1,10.6,2012_NC,Michigan
MSS165.2Y,11.5,2012_NC,Michigan
MSS165.2Y,9.9,2012_NC,Michigan
NY153,14.7,2012_NC,NewYork
W8867.5,12.5,2012_NC,Wisconsin
W8615.5,12.3,2012_NC,Wisconsin
W8615.5,9.9,2012_NC,Wisconsin
W8822.1,15,2012_NC,Wisconsin
W8822.1,12.3,2012_NC,Wisconsin
W8832.1Y,9.1,2012_NC,Wisconsin
W8832.1Y,11.3,2012_NC,Wisconsin
W8867.5,15.6,2012_NC,Wisconsin
W8867.7,8.4,2012_NC,Wisconsin
W8539.2Y,11,2012_NC,Wisconsin
W8867.7,9.2,2012_NC,Wisconsin
W9200.13,12.4,2012_NC,Wisconsin
W9252.7,14.6,2012_NC,Wisconsin
W9281.14,13.2,2012_NC,Wisconsin
W9301.5,11,2012_NC,Wisconsin
W9304.2,11.5,2012_NC,Wisconsin
W9306.1,16.7,2012_NC,Wisconsin
W8539.2Y,11.1,2012_NC,Wisconsin
W6609.3,10.3,2012_NC,Wisconsin
NY153,15.1,2012_NC,NewYork
NYJ15.7,8.2,2012_NC,NewYork
NYJ112.2,10.1,2012_NC,NewYork
W6609.3,9.8,2012_NC,Wisconsin
NYJ2.29,12.5,2012_NC,NewYork
MSQ086.3,16.9,2012_NC,Michigan
CO03243.3W,11.5,2012_NC,Colorado
MSQ035.3,8.7,2012_NC,Michigan
AF4640.1,18.6,2012_NC,Maine
AF4442.4,13.4,2012_NC,Maine
AF4552.5,11,2012_NC,Maine
AF4573.2,19.4,2012_NC,Maine
AF4648.2,9.7,2012_NC,Maine
AF4157.6,7.4,2012_NC,Maine
AF4648.2,9.2,2012_NC,Maine
AF4736.10,8.3,2012_NC,Maine
AF4740.1,10.2,2012_NC,Maine
AF4747.5,9.3,2012_NC,Maine
AF4971.3,12.1,2012_NC,Maine
AF4975.3,14.3,2012_NC,Maine
AF4157.6,11,2012_NC,Maine
AC00206.2W,6.2,2012_NC,Colorado
MSQ035.3,7.7,2012_NC,Michigan
A01143.3C,15.8,2012_NC,Idaho
A01143.3C,15.7,2012_NC,Idaho
A03440.2C,11.4,2012_NC,Idaho
A07117.2C,7.9,2012_NC,Idaho
AC00206.2W,8.6,2012_NC,Colorado
AC01151.5W,14.9,2012_NC,Colorado
AC01151.5W,13.1,2012_NC,Colorado
AC03452.2W,11.6,2012_NC,Colorado
AC03452.2W,11.4,2012_NC,Colorado
AC05153.1W,11.2,2012_NC,Colorado
AC05153.1W,9,2012_NC,Colorado
CO02024.9W,13,2012_NC,Colorado
CO02024.9W,12.9,2012_NC,Colorado
CO02033.1W,12,2012_NC,Colorado
CO02033.1W,13.1,2012_NC,Colorado
CO03243.3W,14.7,2012_NC,Colorado
CO05061.2P,7.4,2012_NC,Colorado
CO05061.2P,9.7,2012_NC,Colorado
CO05061.6W,12.2,2012_NC,Colorado
CO05061.6W,11.4,2012_NC,Colorado
CO00270.7W,9.5,2012_NC,Colorado
MSH228.6,11.8,2012_NC,Michigan
MSH228.6,9.9,2012_NC,Michigan
MSK061.4,9.2,2012_NC,Michigan
MSK061.4,10.4,2012_NC,Michigan
MSL007.B,9.5,2012_NC,Michigan
MSL007.B,9.8,2012_NC,Michigan
MSM246.B,7.7,2012_NC,Michigan
MSP270.1,7.1,2012_NC,Michigan
CO00270.7W,10.3,2012_NC,Colorado
MSM246.B,10,2012_NC,Michigan
NY153,10.5,2012_NY,NewYork
NDA081453CAB.2C,10.1,2012_NY,Idaho
NY148,13.3,2012_NY,NewYork
NY148,11.9,2012_NY,NewYork
NY153,12,2012_NY,NewYork
MSW450.1,8,2012_NY,Michigan
MSS206.2,12.6,2012_NY,Michigan
MSW293.1,11.9,2012_NY,Michigan
MSS165.2Y,9.9,2012_NY,Michigan
MSR128.4Y,9.5,2012_NY,Michigan
MSR148.4,14.2,2012_NY,Michigan
MSR148.4,12.1,2012_NY,Michigan
MSR157.1Y,8.9,2012_NY,Michigan
MSR157.1Y,7.2,2012_NY,Michigan
MSR169.8Y,4.8,2012_NY,Michigan
MSR169.8Y,6.9,2012_NY,Michigan
MSS108.1,12.8,2012_NY,Michigan
MSS165.2Y,10.4,2012_NY,Michigan
MSW163.3,3.1,2012_NY,Michigan
MSS297.3,6.2,2012_NY,Michigan
MSS297.3,8.6,2012_NY,Michigan
MSS428.2,12.7,2012_NY,Michigan
MST096.2Y,11.8,2012_NY,Michigan
MST184.3,9.1,2012_NY,Michigan
MST186.1Y,5.8,2012_NY,Michigan
MST229.1,7.1,2012_NY,Michigan
MST412.3,7.6,2012_NY,Michigan
W8822.1,11.7,2012_NY,Wisconsin
W9200.13,9.8,2012_NY,Wisconsin
W8832.1Y,7.4,2012_NY,Wisconsin
W8832.1Y,9.7,2012_NY,Wisconsin
W8867.5,10.1,2012_NY,Wisconsin
W8867.5,13,2012_NY,Wisconsin
W8867.7,7.3,2012_NY,Wisconsin
W8867.7,10.6,2012_NY,Wisconsin
W9252.7,8.9,2012_NY,Wisconsin
W8822.1,11.1,2012_NY,Wisconsin
W9281.14,7.9,2012_NY,Wisconsin
W9301.5,7.8,2012_NY,Wisconsin
W9304.2,9.5,2012_NY,Wisconsin
W9306.1,11.6,2012_NY,Wisconsin
MSR127.2,11.6,2012_NY,Michigan
W8615.5,12.5,2012_NY,Wisconsin
NYJ112.2,11.2,2012_NY,NewYork
NYJ15.7,12.6,2012_NY,NewYork
W8615.5,10.5,2012_NY,Wisconsin
NYJ2.29,10.3,2012_NY,NewYork
W6609.3,7.7,2012_NY,Wisconsin
W6609.3,9.9,2012_NY,Wisconsin
W8539.2Y,12.4,2012_NY,Wisconsin
W8539.2Y,17,2012_NY,Wisconsin
MSR128.4Y,7.9,2012_NY,Michigan
MSQ035.3,8.1,2012_NY,Michigan
MSR127.2,13,2012_NY,Michigan
AF4740.1,12.8,2012_NY,Maine
AF4552.5,12.5,2012_NY,Maine
AF4573.2,10.6,2012_NY,Maine
AF4640.1,12.2,2012_NY,Maine
AF4648.2,11.5,2012_NY,Maine
AF4648.2,8.8,2012_NY,Maine
AF4736.10,11.6,2012_NY,Maine
AF4747.5,9.9,2012_NY,Maine
AF4971.3,11.7,2012_NY,Maine
AF4975.3,10,2012_NY,Maine
CO00270.7W,8.2,2012_NY,Colorado
AF4442.4,9.1,2012_NY,Maine
CO02024.9W,14.8,2012_NY,Colorado
AC01151.5W,10.2,2012_NY,Colorado
A00188.3C,13.5,2012_NY,Idaho
A00188.3C,10.7,2012_NY,Idaho
A01143.3C,12,2012_NY,Idaho
A01143.3C,10.9,2012_NY,Idaho
A03440.2C,7.9,2012_NY,Idaho
A07117.2C,4.7,2012_NY,Idaho
AC00206.2W,8.4,2012_NY,Colorado
AC00206.2W,8.6,2012_NY,Colorado
AC03452.2W,14.7,2012_NY,Colorado
AC03452.2W,12.4,2012_NY,Colorado
AC05153.1W,5.7,2012_NY,Colorado
AC05153.1W,10.9,2012_NY,Colorado
AF4157.6,9.4,2012_NY,Maine
AF4157.6,9.6,2012_NY,Maine
CO00270.7W,10.5,2012_NY,Colorado
AC01151.5W,8.6,2012_NY,Colorado
CO02024.9W,11.9,2012_NY,Colorado
MSH228.6,14.2,2012_NY,Michigan
MSH228.6,14.2,2012_NY,Michigan
MSL007.B,7.7,2012_NY,Michigan
MSL007.B,9.9,2012_NY,Michigan
MSM246.B,8.4,2012_NY,Michigan
MSM246.B,6.9,2012_NY,Michigan
MSP239.1,8.9,2012_NY,Michigan
MSP270.1,6.3,2012_NY,Michigan
MSQ035.3,6.6,2012_NY,Michigan
MSQ086.3,10.2,2012_NY,Michigan
MSQ086.3,9.2,2012_NY,Michigan
MSQ089.1,9,2012_NY,Michigan
MSQ089.1,8.8,2012_NY,Michigan
